uid,flight_year,flight_month,carrier,carrier_name,locationID,airport_name,arr_flights,arr_del15,carrier_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,weather_delay,nas_delay,security_delay,late_aircraft_delay
0,2014,4,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",146,34,15.17,0,12.5,0,0,60,280,0,1127
1,2014,4,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",236,45,22.87,0,12.14,2,0,55,250,0,700
2,2014,4,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",476,93,37.16,0,24.99,0,0,611,860,0,1248
3,2014,4,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",438,106,44.75,0,32.08,2,2,400,1057,0,1943
4,2014,4,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",222,41,19.22,0,11.15,2,0,271,299,0,562
5,2014,4,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",262,59,25.87,0,15.31,0,0,141,1058,0,817
6,2014,4,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",30,8,3.87,0,0.5,0,1,0,84,0,19
7,2014,4,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",60,15,3.56,0,6.34,0,0,21,160,0,502
8,2014,4,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",116,21,11.5,0,7.55,1,1,15,44,0,291
9,2014,4,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",172,27,11.67,0,6.66,1,0,19,233,0,357
10,2014,4,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",146,29,11.13,0,10.21,1,2,133,260,0,654
11,2014,4,AA,American Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",90,14,6.44,0,7.21,1,0,0,6,0,323
12,2014,4,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",120,18,7.83,0,5.32,0,0,35,128,0,397
13,2014,4,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",202,39,22.69,0,9.96,1,2,47,212,0,567
14,2014,4,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",240,55,18.29,0,20.75,1,2,362,393,0,1566
15,2014,4,AA,American Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",30,3,1.76,0,0.42,0,0,0,22,0,19
16,2014,4,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",206,42,19.08,0,14.06,3,0,108,210,0,681
17,2014,4,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",116,28,11.34,0,6.23,1,1,192,288,0,576
18,2014,4,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",360,58,14.22,0,24.1,0,2,68,556,0,1112
19,2014,4,AA,American Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",86,15,3.28,0,6.88,0,0,71,162,0,657
20,2014,4,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",150,24,9.73,0,9.36,1,0,77,112,0,681
21,2014,4,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",60,13,7.04,0,2.08,0,0,354,72,0,91
22,2014,4,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",176,18,7.9,0,7.23,0,0,19,65,0,347
23,2014,4,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",56,7,3.05,0,2.72,1,0,89,10,0,241
24,2014,4,AA,American Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",86,23,10.63,0,6.69,1,0,43,163,0,373
25,2014,4,AA,American Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",146,26,9.97,0,7.12,1,0,289,169,0,589
26,2014,4,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",266,57,23.84,0,21.92,0,0,181,321,0,1136
27,2014,4,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",86,14,8.17,0,3.44,1,0,52,97,0,207
28,2014,4,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",56,17,3.51,0,8.33,0,0,303,137,0,589
29,2014,4,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",60,15,8.21,0,3.12,1,0,8,84,0,121
30,2014,4,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",46,2,1,0,0,0,0,0,16,0,0
31,2014,4,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",86,18,8.03,0,5.27,0,0,41,243,0,417
32,2014,4,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",146,27,11,0,7.67,1,0,125,274,0,511
33,2014,4,AA,American Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",86,19,9.54,0,3.96,2,2,103,248,0,215
34,2014,4,AA,American Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",60,13,4.55,0,3.92,0,0,46,169,0,220
35,2014,4,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",120,23,9.67,0,4.59,0,0,65,222,0,353
36,2014,4,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",120,11,1,0,2.17,0,0,0,269,0,65
37,2014,4,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3908,313,74.62,2.06,117.95,12,4,114,3987,128,7333
38,2014,4,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",603,48,16.97,0,4.31,2,1,0,802,0,88
39,2014,4,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",60,24,1,0,1,0,0,0,2136,0,57
40,2014,4,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",120,12,0.08,0,1.46,0,0,0,387,0,43
41,2014,4,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",58,4,2.95,0,0,0,1,0,93,0,0
42,2014,4,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",146,18,2.64,0,2.09,0,0,0,747,0,92
43,2014,4,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1081,72,20.19,0,21.72,2,0,0,833,0,1365
44,2014,4,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",30,4,1,0,0,0,0,0,187,0,0
45,2014,4,AS,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",30,3,0.52,0,0,0,0,0,104,0,0
46,2014,4,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",60,8,0.35,0,0,0,0,0,186,0,0
47,2014,4,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",30,3,1.74,0,0,1,0,90,14,0,0
48,2014,4,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",913,71,20.23,0.75,30.11,7,0,14,433,12,2775
49,2014,4,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",82,10,7.48,0,1.76,0,0,0,26,0,265
50,2014,4,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",77,11,1.51,0,5.27,0,4,187,56,0,806
51,2014,4,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",77,16,1.8,1.23,7.65,2,1,9,230,27,1070
52,2014,4,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",150,18,4.54,0,8.58,1,0,241,68,0,1095
53,2014,4,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",300,33,8.93,0,12.92,1,1,0,264,0,569
54,2014,4,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",180,21,7.22,0,7.41,0,3,15,154,0,288
55,2014,4,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",60,3,0.17,0,2.66,0,0,0,3,0,75
56,2014,4,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",60,5,1,0,4,1,0,0,0,0,110
57,2014,4,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",90,16,2.43,0,7.31,0,0,0,178,0,414
58,2014,4,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",60,4,1.72,0,1.21,1,0,0,25,0,34
59,2014,4,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",60,3,0,0,0.24,0,0,0,92,0,6
60,2014,4,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",60,3,1,0,1.8,0,2,0,35,0,159
61,2014,4,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",60,4,1.32,0,0.83,0,1,0,33,0,15
62,2014,4,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",237,20,7.28,0,3.02,0,0,0,287,0,67
63,2014,4,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",408,55,9.19,0,11.06,0,4,32,1956,0,665
64,2014,4,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",331,32,10.87,0,7.26,1,0,0,323,0,746
65,2014,4,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",437,38,9.83,0,5.72,0,1,0,725,0,328
66,2014,4,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",185,16,3.77,0,7.33,0,1,0,286,0,523
67,2014,4,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",193,26,9.91,0,3.67,0,0,0,282,0,99
68,2014,4,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",150,12,2.34,0,5.73,0,0,0,64,0,230
69,2014,4,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",274,16,4.79,0,3.65,0,1,0,170,0,84
70,2014,4,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",86,5,1.44,0,1,0,0,0,235,0,19
71,2014,4,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",81,9,2.69,0,1.8,0,1,0,301,0,139
72,2014,4,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",446,29,12.49,0,5.16,0,2,0,393,0,209
73,2014,4,AS,Alaska Airlines Inc.,BLI,"Bellingham, WA: Bellingham International",83,2,1,0,0,0,0,0,17,0,0
74,2014,4,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",30,2,0,0,0,0,0,0,33,0,0
75,2014,4,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",90,5,2.53,0,1,0,1,0,23,0,33
76,2014,4,AS,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",30,2,0.58,0,1,0,0,0,16,0,66
77,2014,4,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",120,16,7.98,0,3.24,0,0,42,69,0,124
78,2014,4,AS,Alaska Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",30,0,0,0,0,0,0,0,0,0,0
79,2014,4,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",115,14,9.5,0.71,0.77,0,0,0,69,12,30
80,2014,4,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",60,6,1,0,1.89,0,0,0,54,0,34
81,2014,4,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",30,3,0,0,1,0,0,0,42,0,46
82,2014,4,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",60,7,1.46,0,0.43,0,0,0,153,0,22
83,2014,4,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",30,1,0,0,0,0,0,0,30,0,0
84,2014,4,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",30,2,0.28,0,0,0,0,0,46,0,0
85,2014,4,AS,Alaska Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",96,19,1.01,0,0,0,0,0,471,0,0
86,2014,4,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",243,44,4.58,0,1.62,0,0,0,1072,0,50
87,2014,4,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",210,29,4.21,0,2.37,0,0,0,604,0,95
88,2014,4,AS,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",104,24,4.44,0,0,0,1,0,488,0,0
89,2014,4,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",8,1,1,0,0,0,0,0,0,0,0
90,2014,4,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1551,300,84.73,0,78.58,22,4,261,5796,0,6655
91,2014,4,B6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",30,8,0.97,0,2.22,0,0,0,237,0,94
92,2014,4,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",112,24,2.62,0,8.29,1,0,20,437,0,388
93,2014,4,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1508,386,108,1.71,123.23,29,1,715,6068,55,8522
94,2014,4,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",124,29,8.9,0,7.43,2,0,0,442,0,387
95,2014,4,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",497,130,38.58,1.31,28.88,6,0,32,2543,60,2259
96,2014,4,B6,JetBlue Airways,PVD,"Providence, RI: Theodore Francis Green State",90,13,5.4,0,7.24,0,0,0,12,0,476
97,2014,4,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",510,137,26.59,0,37.18,8,0,0,4510,0,2268
98,2014,4,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",60,15,7.11,0,5.53,1,0,16,88,0,225
99,2014,4,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",94,8,3.57,0.02,2.6,0,0,0,87,1,64
100,2014,4,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3467,586,143.46,1.26,303.52,29,2,514,6988,24,17997
101,2014,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3523,762,128.21,0.96,275.08,80,13,592,22319,26,16910
102,2014,4,B6,JetBlue Airways,LGB,"Long Beach, CA: Long Beach Airport",682,90,17.66,0.26,52.2,14,1,236,508,10,2756
103,2014,4,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",266,51,14.25,0.66,13.18,7,0,14,776,30,868
104,2014,4,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",619,232,23.8,0.38,38.26,21,1,0,12799,15,2742
105,2014,4,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",408,73,28.26,0,27.12,8,1,153,514,0,1733
106,2014,4,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",176,50,15.69,0.17,6.85,2,0,0,988,4,581
107,2014,4,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",60,9,3.89,0,2.89,2,2,126,27,0,135
108,2014,4,B6,JetBlue Airways,ROC,"Rochester, NY: Greater Rochester International",90,24,9.56,0,4.54,5,0,0,455,0,264
109,2014,4,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",352,77,20.48,0,19.89,1,2,119,1533,0,1146
110,2014,4,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",90,12,4.32,0,1.26,2,0,0,153,0,130
111,2014,4,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",978,154,70.32,0.92,48.38,8,1,103,1018,18,2354
112,2014,4,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",102,18,8.39,0,6.03,1,0,0,145,0,338
113,2014,4,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",120,33,9.78,0,6.51,2,0,0,467,0,336
114,2014,4,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",507,93,27.59,0.64,16.24,5,1,25,1789,36,976
115,2014,4,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",253,46,11.47,0,10,1,0,342,754,0,427
116,2014,4,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",637,178,54.65,0,47.22,5,0,164,3300,0,4186
117,2014,4,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",330,68,27.49,0,29.15,3,2,92,408,0,2216
118,2014,4,B6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",94,24,4.34,0,6.55,0,0,0,497,0,424
119,2014,4,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",533,102,36.78,0,20.88,2,0,312,1693,0,1296
120,2014,4,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",240,62,34.14,0,19.51,0,0,21,285,0,1326
121,2014,4,B6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",30,11,4.14,0,4.56,2,0,25,83,0,243
122,2014,4,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",85,16,6.84,0,6.64,3,0,0,81,0,354
123,2014,4,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",86,14,5.46,0.02,4.42,2,0,0,214,1,267
124,2014,4,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",121,22,6.72,0,8.34,4,0,3,279,0,612
125,2014,4,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",176,40,9.55,0,5.14,2,1,9,998,0,352
126,2014,4,B6,JetBlue Airways,HOU,"Houston, TX: William P Hobby",116,45,3.03,0,0.9,3,1,0,1206,0,30
127,2014,4,B6,JetBlue Airways,OAK,"Oakland, CA: Metropolitan Oakland International",115,27,8.99,0,6.68,1,0,61,244,0,372
128,2014,4,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",46,10,5.76,0.55,0.27,1,0,0,133,18,9
129,2014,4,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",146,32,9.22,0,2.44,0,0,0,1117,0,142
130,2014,4,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",228,47,21.37,0,8.93,3,0,0,563,0,429
131,2014,4,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",82,33,5.69,0,2.62,0,1,127,646,0,281
132,2014,4,B6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",196,39,16.04,0.85,13.85,1,0,29,306,21,730
133,2014,4,B6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",90,16,4.96,0,4.18,4,0,0,242,0,124
134,2014,4,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",210,62,14.88,0,12.35,1,2,0,1150,0,638
135,2014,4,B6,JetBlue Airways,STX,"Christiansted, VI: Henry E. Rohlsen",30,5,2.29,0,2.71,0,0,0,0,0,119
136,2014,4,B6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",90,18,3.11,0,5.02,3,0,18,366,0,251
137,2014,4,B6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",60,13,4.24,0.44,8.09,2,0,0,5,50,373
138,2014,4,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",103,10,3.95,0,2.35,2,0,0,129,0,298
139,2014,4,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",146,18,6.42,0,5.38,0,1,0,237,0,298
140,2014,4,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",90,18,6.33,0,3.26,0,0,14,266,0,322
141,2014,4,B6,JetBlue Airways,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",60,10,6,1,1.84,0,1,20,15,92,164
142,2014,4,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",132,17,4.38,0,3.54,0,0,0,490,0,199
143,2014,4,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",116,19,2.65,0,1.39,2,0,0,519,0,76
144,2014,4,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",86,10,3.95,0,2.66,0,0,0,99,0,126
145,2014,4,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",85,23,5.75,0.59,12.25,0,0,0,130,22,762
146,2014,4,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",146,38,14.16,0.29,5.25,0,0,54,513,9,387
147,2014,4,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",487,76,39.94,0,23.59,0,0,64,361,0,819
148,2014,4,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",86,14,6.5,0,3.77,0,0,48,110,0,156
149,2014,4,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4195,391,129.29,0,152.54,2,4,994,3085,0,8488
150,2014,4,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18711,2803,599.87,0,1064.23,17,8,6471,34632,0,56791
151,2014,4,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",354,64,27.82,0,18.69,0,0,314,466,0,886
152,2014,4,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4661,547,161.79,0,173.18,2,7,1797,6050,0,10201
153,2014,4,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1796,338,92.12,0,67.9,1,6,580,5579,0,4046
154,2014,4,DL,Delta Air Lines Inc.,PVD,"Providence, RI: Theodore Francis Green State",134,13,4.81,0,5.04,0,1,138,43,0,209
155,2014,4,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2720,240,87.07,0,78.99,2,2,683,2233,0,4157
156,2014,4,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",280,43,19.15,0,10.03,0,0,9,375,0,373
157,2014,4,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",196,16,10.37,0,4.69,0,0,29,10,0,389
158,2014,4,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",194,31,15.66,0,5.68,0,1,55,288,0,175
159,2014,4,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",205,34,12.06,0,9.13,7,1,586,538,0,362
160,2014,4,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",413,44,18.07,0,14.04,0,0,99,394,0,503
161,2014,4,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",254,43,22.1,0,12.14,0,0,77,236,0,435
162,2014,4,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",567,85,35.98,0,16.68,1,0,120,904,0,1006
163,2014,4,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",527,87,32.93,0,20.02,0,0,353,948,0,915
164,2014,4,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",150,37,19.57,0,9.35,0,0,62,221,0,254
165,2014,4,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",392,46,25.51,0,9.73,0,0,2,340,0,345
166,2014,4,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",162,20,4.97,0,11.17,0,0,28,122,0,403
167,2014,4,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",255,43,23.42,0,7.73,0,0,156,244,0,352
168,2014,4,DL,Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",210,56,25.17,0,15.13,0,0,102,521,0,498
169,2014,4,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",30,7,3.52,0,0.74,0,0,0,113,0,23
170,2014,4,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",621,82,32.6,0,25.29,0,1,144,644,0,1428
171,2014,4,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",538,87,32.17,1,17.99,0,1,212,1029,22,951
172,2014,4,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",660,135,47.25,0,20.62,0,1,126,2780,0,896
173,2014,4,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",251,34,14.67,0,10.57,0,0,92,204,0,425
174,2014,4,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",429,181,17.93,0,10.48,0,0,279,8935,0,645
175,2014,4,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",227,36,17.06,0,13.12,0,1,121,93,0,413
176,2014,4,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",310,50,26.06,0,12.32,0,1,72,457,0,741
177,2014,4,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2059,344,78.28,0,87.99,0,16,567,7961,0,5897
178,2014,4,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",951,170,63.94,0,38.24,0,0,175,2023,0,1912
179,2014,4,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",579,78,36.71,0,16.86,0,2,1031,656,0,786
180,2014,4,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",414,62,23.87,0,21.44,0,0,134,596,0,1618
181,2014,4,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",190,25,9.94,0,8.37,0,0,445,292,0,246
182,2014,4,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",60,7,1.91,0,3.56,0,0,0,30,0,133
183,2014,4,DL,Delta Air Lines Inc.,CHA,"Chattanooga, TN: Lovell Field",30,6,3.31,0,1.63,0,0,0,23,0,46
184,2014,4,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",311,50,25.77,0,13.36,0,1,76,277,0,520
185,2014,4,DL,Delta Air Lines Inc.,CAK,"Akron, OH: Akron-Canton Regional",106,9,4.18,0,2.4,0,0,25,28,0,108
186,2014,4,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",171,20,5.86,0,5.89,0,0,0,325,0,196
187,2014,4,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",81,6,1.57,0,3.64,0,0,0,22,0,221
188,2014,4,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",282,49,19.49,0,4.92,0,1,118,657,0,187
189,2014,4,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1420,231,88.14,0,44.21,0,9,722,3520,0,2534
190,2014,4,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",143,25,12.5,0,2.6,0,1,46,283,0,98
191,2014,4,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",796,138,58.25,0,33.21,0,2,84,1250,0,1375
192,2014,4,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",98,8,2.72,0,1.82,0,2,0,114,0,43
