uid,flight_year,flight_month,carrier,carrier_name,locationID,airport_name,arr_flights,arr_del15,carrier_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,weather_delay,nas_delay,security_delay,late_aircraft_delay
20195,2014,12,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",926,251,99.65,0.96,86.5,2,0,17,2267,83,5110
20196,2014,12,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",304,91,35.68,0,42.84,3,0,11,405,0,2324
20197,2014,12,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",16,5,1.81,0,1.99,0,0,8,33,0,127
20198,2014,12,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",105,30,8.85,0,14.71,0,0,3,143,0,979
20199,2014,12,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",269,86,38.83,0,34.38,2,2,30,461,0,1807
20200,2014,12,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",123,41,14.79,0,13.78,0,1,0,430,0,763
20201,2014,12,AA,American Airlines Inc.,HOU,"Houston, TX: William P Hobby",64,20,9.78,0,8.12,1,0,0,112,0,371
20202,2014,12,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",450,126,47.48,0,44.35,5,1,0,1245,0,2780
20203,2014,12,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",415,97,41.69,0,31.88,1,5,0,773,0,1111
20204,2014,12,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",198,55,21.59,0,14.94,0,0,68,530,0,895
20205,2014,12,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",95,32,11.81,0,15.57,1,0,0,122,0,782
20206,2014,12,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",91,31,13.85,0,13.22,7,0,0,104,0,547
20207,2014,12,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",43,8,3.08,0,1,0,0,0,103,0,16
20208,2014,12,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",217,71,33.74,0,31.02,4,0,0,217,0,1747
20209,2014,12,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",106,21,8.49,0,6.19,0,0,15,160,0,261
20210,2014,12,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",678,186,68.82,0.11,87.45,5,0,23,837,2,4998
20211,2014,12,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1256,291,70.34,2.71,70.06,7,5,27,7126,142,3842
20212,2014,12,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",333,66,31.01,0,21.29,0,0,0,358,0,1103
20213,2014,12,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",247,90,37.23,0,44.66,2,0,7,221,0,2798
20214,2014,12,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",250,65,27.62,0,23.43,3,0,0,444,0,1550
20215,2014,12,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",170,50,18.38,0,22.91,6,0,20,237,0,976
20216,2014,12,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",154,45,12.61,0,22.87,3,0,0,305,0,1557
20217,2014,12,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",455,162,63.96,0,61.07,6,0,51,1076,0,3426
20218,2014,12,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",89,31,12.64,0,14.59,0,0,0,147,0,864
20219,2014,12,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",57,26,11.24,0,12.85,0,0,0,89,0,676
20220,2014,12,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",320,114,21.69,0,21.13,5,0,24,3371,0,1133
20221,2014,12,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",346,70,35.92,0,23.57,3,0,9,359,0,1282
20222,2014,12,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",119,48,17.5,0,23.04,1,0,0,261,0,1405
20223,2014,12,AA,American Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",137,49,18.06,0,24.73,1,1,16,194,0,1061
20224,2014,12,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",91,26,10.94,0,11.54,0,0,0,144,0,734
20225,2014,12,AA,American Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",79,32,15.17,0,12.07,0,0,7,171,0,836
20226,2014,12,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",111,48,16.96,0,13.28,0,3,726,883,0,2542
20227,2014,12,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",124,41,16.76,0,12.67,0,1,0,430,0,826
20228,2014,12,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",77,26,9.04,0,13.13,3,0,0,132,0,551
20229,2014,12,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",78,19,8.95,0,8.34,0,0,0,56,0,455
20230,2014,12,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",332,97,34.65,0,46.09,1,0,1,386,0,1715
20231,2014,12,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",152,46,17.21,0,19.75,0,0,21,209,0,1100
20232,2014,12,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",101,43,12.89,0,20.09,0,0,74,346,0,1202
20233,2014,12,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",121,53,20.11,0,20.39,0,0,13,463,0,1183
20234,2014,12,AA,American Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",118,37,11.28,0,18.83,3,0,0,244,0,1179
20235,2014,12,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",117,39,13.58,0,17.81,1,1,0,226,0,1332
20236,2014,12,AA,American Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",32,6,2.94,0,1.67,0,0,0,39,0,285
20237,2014,12,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",59,25,9.44,0,13.36,1,1,1,114,0,869
20238,2014,12,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",54,17,7.1,0.06,6.84,0,1,0,100,5,523
20239,2014,12,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",150,48,16.79,0,25.36,4,0,4,165,0,1340
20240,2014,12,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",54,11,6.42,0,2.64,0,0,0,46,0,128
20241,2014,12,AA,American Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",16,6,3.08,0,1.74,0,0,0,29,0,72
20242,2014,12,AA,American Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",2,2,0.33,0,1.56,0,0,0,7,0,78
20243,2014,12,AA,American Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",1,1,0.29,0,0.71,0,0,0,0,0,15
20244,2014,12,AA,American Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",15,6,0.97,0,2.7,0,0,50,44,0,141
20245,2014,12,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",84,30,12.29,0,14,2,0,39,110,0,748
20246,2014,12,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",199,32,10.6,0.67,9.06,0,0,0,315,16,319
20247,2014,12,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4256,762,134.1,1.63,267.8,19,6,267,9938,202,18303
20248,2014,12,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",177,30,8.23,0,8.67,0,1,13,342,0,408
20249,2014,12,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",414,83,24.94,0.5,23.81,0,2,28,1018,11,1253
20250,2014,12,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",437,182,16.52,0,21.42,2,13,329,11925,0,1850
20251,2014,12,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1122,217,35.77,0.17,99,7,3,54,2371,5,6078
20252,2014,12,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",543,126,34.22,0.19,19.53,0,0,16,2139,6,962
20253,2014,12,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",451,72,11.08,0,24.15,2,0,83,1026,0,2204
20254,2014,12,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",324,56,14.2,0,14.35,3,0,0,684,0,807
20255,2014,12,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",93,20,5.69,0,1.85,0,0,11,347,0,56
20256,2014,12,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",169,49,9.1,0,23.05,0,0,0,585,0,1807
20257,2014,12,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",73,12,3.2,0.62,2.78,1,1,0,180,23,89
20258,2014,12,AS,Alaska Airlines Inc.,BLI,"Bellingham, WA: Bellingham International",101,21,3.84,0,11.74,1,1,0,136,0,736
20259,2014,12,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",387,88,12.44,0,13.25,1,0,98,2313,0,572
20260,2014,12,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",214,34,14.19,0,4.77,1,0,0,416,0,265
20261,2014,12,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",35,7,1.27,0,0.42,0,0,0,116,0,10
20262,2014,12,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",108,16,8.47,0.33,0.62,0,0,0,168,6,26
20263,2014,12,AS,Alaska Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",31,2,1.49,0,0,0,0,0,23,0,0
20264,2014,12,AS,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",31,7,1.92,0,3.7,0,0,0,35,0,83
20265,2014,12,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",134,26,11.07,0,2.92,0,1,22,313,0,114
20266,2014,12,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",124,28,8.39,0,7.6,0,0,6,433,0,395
20267,2014,12,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",145,30,15.14,0,7.85,0,0,0,152,0,312
20268,2014,12,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",213,19,2.97,0,12.2,2,0,0,95,0,1049
20269,2014,12,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",121,15,3.29,0,2.51,0,0,35,237,0,118
20270,2014,12,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",57,21,4.62,0,2.5,0,0,54,714,0,57
20271,2014,12,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",113,26,7.5,0,1.34,1,0,0,445,0,29
20272,2014,12,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",56,5,2.61,0,0,0,0,0,95,0,0
20273,2014,12,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",31,11,1.95,0,0.42,0,0,0,466,0,25
20274,2014,12,AS,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",31,2,1,0,0,0,0,0,20,0,0
20275,2014,12,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",46,6,2.35,0,2.48,0,0,0,19,0,60
20276,2014,12,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",29,5,1.73,0,1,1,0,37,36,0,23
20277,2014,12,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1022,145,39.24,1,60.58,14,0,170,1048,52,3833
20278,2014,12,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",79,5,1.52,0,1.96,3,0,0,30,0,94
20279,2014,12,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",79,14,4.31,0,3.2,0,1,46,109,0,145
20280,2014,12,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",78,15,1.68,0.81,6.87,0,2,0,165,26,238
20281,2014,12,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",154,33,17.78,0,10.14,0,0,144,100,0,407
20282,2014,12,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",184,34,10.57,0,15.01,0,1,214,139,0,1429
20283,2014,12,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",296,38,10.3,0,11.41,1,14,742,371,0,825
20284,2014,12,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",60,11,3.12,0,5.57,0,0,1,67,0,761
20285,2014,12,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",60,10,2.07,0,5.96,2,0,0,49,0,364
20286,2014,12,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",91,18,2.36,0,11.48,4,1,0,100,0,703
20287,2014,12,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",60,13,1,0,7.76,0,0,81,76,0,1017
20288,2014,12,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",60,10,3,0,5.7,2,0,0,62,0,779
20289,2014,12,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",59,15,7.76,0,2.82,0,0,50,46,0,203
20290,2014,12,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",59,7,3.2,0,1.83,1,0,0,53,0,77
20291,2014,12,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",31,7,4.8,0,0,0,0,0,47,0,0
20292,2014,12,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",31,8,2.11,0,2.68,0,0,0,100,0,100
20293,2014,12,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",31,5,1,0,2.53,0,0,0,41,0,77
20294,2014,12,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",31,3,1,0,0,0,0,0,39,0,0
20295,2014,12,AS,Alaska Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31,0,0,0,0,0,0,0,0,0,0
20296,2014,12,AS,Alaska Airlines Inc.,TPA,"Tampa, FL: Tampa International",31,1,1,0,0,0,0,0,0,0,0
20297,2014,12,AS,Alaska Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",31,0,0,0,0,0,0,0,0,0,0
20298,2014,12,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",31,2,2,0,0,0,0,0,0,0,0
20299,2014,12,AS,Alaska Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",31,4,0,0,2,0,0,21,26,0,48
20300,2014,12,AS,Alaska Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",126,18,5.2,0,2.94,0,2,3,444,0,121
20301,2014,12,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",277,53,18.06,0,6.61,0,3,0,878,0,327
20302,2014,12,AS,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",115,17,2.16,0.56,0.14,0,2,5,420,9,7
20303,2014,12,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",200,51,12.1,0.13,7.23,0,3,15,1031,4,346
20304,2014,12,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",8,1,0,0,1,0,0,0,0,0,92
20305,2014,12,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3672,837,194.63,2,240.67,18,6,317,19230,38,13474
20306,2014,12,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3317,568,138.69,0.24,208.43,12,7,246,8187,7,12205
20307,2014,12,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",226,30,13.98,0,9.24,0,0,11,218,0,694
20308,2014,12,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1748,357,141.76,3.13,108.36,17,2,21,3348,227,6683
20309,2014,12,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",243,27,11.01,0,3.81,0,0,37,276,0,314
20310,2014,12,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",800,66,24.34,1,24.39,0,0,0,544,41,1285
20311,2014,12,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",560,92,29.73,1,30.33,2,0,47,1054,22,1994
20312,2014,12,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",720,160,59.06,1,46.52,2,1,27,1869,22,3269
20313,2014,12,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",598,185,41.01,0.59,46.21,4,0,29,5690,48,2886
20314,2014,12,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",200,35,16.51,0.91,12.46,1,0,0,142,80,701
20315,2014,12,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",113,24,2.12,0,2.51,0,0,3,1334,0,149
20316,2014,12,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",427,76,24.9,0.56,19.38,2,0,0,942,10,970
20317,2014,12,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",370,51,23.68,0,18.05,2,0,0,275,0,1078
20318,2014,12,B6,JetBlue Airways,ROC,"Rochester, NY: Greater Rochester International",102,17,6.52,0,6.37,0,0,10,92,0,241
20319,2014,12,B6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",93,14,5.24,0,3.78,4,0,0,154,0,172
20320,2014,12,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",115,18,7.91,0,1.44,0,1,0,333,0,131
20321,2014,12,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",108,20,4.98,0,5.65,0,0,0,275,0,280
20322,2014,12,B6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",159,31,12.41,0,13.29,0,0,5,175,0,813
20323,2014,12,B6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",79,15,4.09,0,6.6,0,0,0,129,0,281
20324,2014,12,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",158,15,9.58,0,1.98,0,0,0,83,0,48
20325,2014,12,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",1038,157,81.38,0.68,35.04,0,4,0,1218,15,1898
20326,2014,12,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",95,7,5.32,0,1.58,0,0,0,5,0,122
20327,2014,12,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1694,281,86.54,3.2,89.5,11,1,23,3253,109,5712
20328,2014,12,B6,JetBlue Airways,HOU,"Houston, TX: William P Hobby",88,16,4.51,0,1.58,0,0,0,256,0,156
20329,2014,12,B6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",31,10,6.06,0,1.35,0,2,0,65,0,28
20330,2014,12,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",113,18,6.74,0.21,0.8,0,4,0,284,17,28
20331,2014,12,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",347,52,24.95,0,18.65,0,0,0,217,0,1304
20332,2014,12,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",337,131,18.71,0.45,25.7,13,9,82,5530,16,1540
20333,2014,12,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",49,11,2.38,0,3.01,0,6,63,128,0,75
20334,2014,12,B6,JetBlue Airways,LGB,"Long Beach, CA: Long Beach Airport",663,127,32.19,0.13,58.42,11,7,24,1055,2,3472
20335,2014,12,B6,JetBlue Airways,OAK,"Oakland, CA: Metropolitan Oakland International",117,29,7.11,0.68,12.58,2,2,0,244,49,569
20336,2014,12,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",589,163,30.55,1,30.67,8,0,30,5895,27,1864
20337,2014,12,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",283,66,21.84,0,8.56,4,0,44,1313,0,820
20338,2014,12,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",84,18,6.3,0,3.62,0,0,0,263,0,147
20339,2014,12,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",105,14,5.7,0,3.57,0,0,0,119,0,206
20340,2014,12,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",115,9,4.88,0.36,2.6,0,0,0,25,12,242
20341,2014,12,B6,JetBlue Airways,PVD,"Providence, RI: Theodore Francis Green State",93,13,3.86,0,6.66,0,0,0,109,0,422
20342,2014,12,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",93,12,4.77,0,3.62,0,0,0,129,0,132
20343,2014,12,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",349,78,23.26,0.45,7.21,0,9,0,1636,13,220
20344,2014,12,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",124,26,5.95,0,10.33,0,0,0,328,0,596
20345,2014,12,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",143,24,10.68,0.83,5.71,0,0,43,214,83,231
20346,2014,12,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",86,13,3.83,0,3.38,1,0,0,182,0,105
20347,2014,12,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",91,7,4.56,0,2.26,0,0,0,13,0,201
20348,2014,12,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",169,20,6.52,0.4,5.61,0,0,20,137,8,195
20349,2014,12,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",46,5,1.31,0,0,0,0,0,88,0,0
20350,2014,12,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",114,16,4.73,0,7.43,0,0,17,88,0,383
20351,2014,12,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",124,22,9.54,0,5.71,0,0,0,162,0,372
20352,2014,12,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",93,6,0.68,0,0.84,0,0,0,88,0,45
20353,2014,12,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",335,59,32.07,0,18.96,1,2,0,177,0,803
20354,2014,12,B6,JetBlue Airways,STX,"Christiansted, VI: Henry E. Rohlsen",31,5,2.98,0,0.76,0,0,0,34,0,16
20355,2014,12,B6,JetBlue Airways,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",62,10,3.74,0,4.04,0,2,0,66,0,250
20356,2014,12,B6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",142,15,8.09,0,1.66,0,0,0,226,0,109
20357,2014,12,B6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",62,6,2.37,0,1.54,1,4,38,52,0,59
20358,2014,12,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",82,6,4.03,0,0.45,0,0,0,29,0,26
20359,2014,12,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",88,21,6.33,0,6.88,0,0,0,207,0,258
20360,2014,12,B6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",28,5,2.37,0,0.37,0,0,0,72,0,19
20361,2014,12,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",60,16,4.58,0,2.59,0,0,0,258,0,96
20362,2014,12,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18775,1574,519.55,0,516.39,5,14,3518,14951,0,27161
20363,2014,12,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",714,229,36.95,0,18.41,0,1,319,10211,0,1176
20364,2014,12,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",152,9,7,0,1.72,0,0,0,5,0,140
20365,2014,12,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1419,167,66.73,0,32.69,1,0,284,2236,0,1873
20366,2014,12,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2730,268,104.76,0,81.7,0,2,599,2081,0,3882
20367,2014,12,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2346,467,75.3,0,87.76,18,8,464,13359,0,4700
20368,2014,12,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",512,63,21.01,0,8.42,0,0,93,864,0,447
20369,2014,12,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",368,37,16.61,0,7.76,0,0,141,237,0,201
20370,2014,12,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",604,77,29.09,0,11.23,1,0,224,1008,0,500
20371,2014,12,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1888,263,81.8,0,38.02,0,4,396,4089,0,2355
20372,2014,12,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1204,282,73.74,0,67.23,9,0,173,4508,0,3803
20373,2014,12,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",927,89,34.44,0,23.37,1,0,187,785,0,1465
20374,2014,12,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",225,17,9.96,0,3.53,0,0,101,70,0,171
20375,2014,12,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",612,59,26.46,0,14.14,1,2,294,571,0,624
20376,2014,12,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",590,63,24.07,0,12.87,0,0,33,681,0,413
20377,2014,12,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",722,79,29.07,0,15.31,0,1,63,900,0,622
20378,2014,12,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4157,364,109.24,0,141.86,1,2,1334,2800,0,7967
20379,2014,12,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",186,19,10.74,0,5.11,0,0,25,81,0,227
20380,2014,12,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2060,421,92.33,0,86.61,1,1,457,8257,0,4919
20381,2014,12,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",90,9,3.63,0,1.37,0,0,115,113,0,77
20382,2014,12,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",249,24,11.72,0,5.32,0,0,60,140,0,192
20383,2014,12,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",58,4,0.74,0,0,0,0,27,70,0,0
20384,2014,12,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",132,15,6.76,0,1.71,0,0,1210,104,0,40
20385,2014,12,DL,Delta Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",66,11,5.48,0,0.63,0,1,0,106,0,15
