,flight_year,flight_month,carrier,carrier_name,locationID,airport_name,arr_flights,arr_del15,carrier_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,weather_delay,nas_delay,security_delay,late_aircraft_delay
16730,2017,7,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",93.0,4.0,1.81,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0
16742,2017,7,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",186.0,24.0,11.72,0.0,5.42,0.0,0.0,0.0,205.0,0.0,213.0
16743,2017,7,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",150.0,21.0,6.6,0.0,5.29,0.0,3.0,0.0,301.0,0.0,204.0
16746,2017,7,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",186.0,51.0,8.16,0.0,1.56,1.0,0.0,0.0,2508.0,0.0,68.0
16753,2017,7,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",62.0,8.0,2.39,0.0,0.72,0.0,0.0,0.0,127.0,0.0,18.0
16755,2017,7,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31.0,6.0,1.37,0.0,2.68,1.0,0.0,0.0,68.0,0.0,70.0
16759,2017,7,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",386.0,64.0,16.08,0.0,20.06,2.0,2.0,0.0,1002.0,0.0,775.0
16760,2017,7,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",842.0,92.0,30.23,0.0,20.44,2.0,0.0,0.0,1233.0,0.0,623.0
16763,2017,7,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",112.0,26.0,6.19,0.0,0.44,0.0,2.0,0.0,604.0,0.0,8.0
16771,2017,7,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",199.0,22.0,4.68,0.0,2.0,0.0,1.0,0.0,973.0,0.0,62.0
16775,2017,7,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",186.0,35.0,14.72,0.0,4.58,0.0,2.0,0.0,466.0,0.0,136.0
16782,2017,7,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",5364.0,805.0,175.29,10.46,229.23,21.0,4.0,2858.0,11128.0,300.0,12710.0
16783,2017,7,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",477.0,97.0,16.42,0.0,16.09,0.0,1.0,0.0,2694.0,0.0,647.0
16798,2017,7,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",143.0,34.0,13.9,0.0,12.2,0.0,1.0,0.0,365.0,0.0,1356.0
16810,2017,7,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",124.0,32.0,13.77,0.0,6.64,3.0,4.0,12.0,811.0,0.0,720.0
16813,2017,7,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",119.0,35.0,14.89,0.0,13.03,1.0,0.0,78.0,250.0,0.0,1106.0
16814,2017,7,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",56.0,9.0,3.54,0.0,1.52,1.0,2.0,0.0,83.0,0.0,45.0
16816,2017,7,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",784.0,362.0,69.08,0.0,111.75,41.0,5.0,1930.0,17724.0,0.0,11403.0
16823,2017,7,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3848.0,1375.0,258.78,6.56,573.8,156.0,11.0,2541.0,45960.0,196.0,53994.0
16824,2017,7,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",489.0,141.0,54.38,0.71,49.78,7.0,2.0,223.0,1390.0,37.0,4181.0
16825,2017,7,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",513.0,155.0,43.45,0.0,54.46,2.0,2.0,550.0,2951.0,0.0,4722.0
16828,2017,7,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1885.0,716.0,230.6,3.12,344.11,51.0,21.0,490.0,7370.0,216.0,32889.0
16832,2017,7,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",272.0,113.0,31.74,1.0,34.27,7.0,2.0,141.0,4759.0,50.0,3012.0
16837,2017,7,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62.0,24.0,7.52,0.0,9.53,1.0,1.0,0.0,348.0,0.0,769.0
16849,2017,7,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",243.0,80.0,30.95,0.38,25.71,1.0,1.0,3.0,1072.0,18.0,2027.0
16850,2017,7,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",565.0,163.0,43.49,0.36,50.65,6.0,2.0,328.0,3096.0,12.0,4100.0
16866,2017,7,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",21308.0,3424.0,862.6,6.26,1203.3,8.0,79.0,10515.0,55727.0,693.0,81336.0
16891,2017,7,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",560.0,90.0,36.07,0.0,26.58,0.0,3.0,157.0,1136.0,0.0,1845.0
16900,2017,7,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",938.0,136.0,51.35,0.0,24.81,0.0,4.0,700.0,2950.0,0.0,2338.0
16901,2017,7,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",495.0,84.0,35.28,0.0,24.17,0.0,4.0,327.0,782.0,0.0,1749.0
16907,2017,7,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",454.0,180.0,24.58,0.0,28.55,1.0,1.0,669.0,10550.0,0.0,2853.0
16927,2017,7,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",271.0,59.0,26.7,0.0,16.57,0.0,2.0,228.0,341.0,0.0,1232.0
16932,2017,7,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",186.0,38.0,11.7,0.0,15.06,0.0,0.0,861.0,257.0,0.0,1081.0
16934,2017,7,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2627.0,683.0,124.37,1.0,112.58,5.0,17.0,1787.0,34256.0,205.0,9167.0
16937,2017,7,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1137.0,140.0,60.02,0.0,31.55,0.0,4.0,644.0,1891.0,0.0,1517.0
16938,2017,7,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2940.0,403.0,136.85,0.88,96.62,0.0,0.0,1088.0,5790.0,122.0,6198.0
16945,2017,7,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1566.0,276.0,88.15,0.0,80.79,4.0,12.0,819.0,5223.0,0.0,7133.0
16950,2017,7,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",909.0,168.0,63.37,0.0,46.38,2.0,6.0,672.0,2608.0,0.0,3699.0
16964,2017,7,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",740.0,190.0,46.97,0.0,37.29,0.0,4.0,226.0,9508.0,0.0,2415.0
16970,2017,7,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",608.0,61.0,30.32,0.0,5.94,0.0,3.0,226.0,970.0,0.0,389.0
16976,2017,7,OO,SkyWest Airlines Inc.,MIA,"Miami, FL: Miami International",8.0,3.0,1.73,0.0,0.49,1.0,0.0,0.0,18.0,0.0,15.0
16993,2017,7,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",8132.0,2296.0,300.69,0.19,1143.24,320.0,31.0,7091.0,58619.0,3.0,94384.0
16999,2017,7,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1382.0,172.0,30.67,0.21,91.3,4.0,3.0,124.0,1374.0,11.0,6598.0
17031,2017,7,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1633.0,232.0,39.39,0.5,97.05,3.0,0.0,577.0,2143.0,19.0,5415.0
17032,2017,7,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3244.0,849.0,95.67,2.4,377.1,12.0,3.0,2388.0,20779.0,41.0,26515.0
17061,2017,7,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",467.0,118.0,21.9,0.0,41.32,7.0,5.0,198.0,2035.0,0.0,3125.0
17078,2017,7,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",165.0,46.0,12.51,0.0,25.72,3.0,1.0,99.0,151.0,0.0,2646.0
17082,2017,7,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",5688.0,765.0,207.92,0.0,304.59,41.0,34.0,3782.0,10613.0,0.0,27335.0
17083,2017,7,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",614.0,148.0,44.83,0.0,57.39,5.0,5.0,984.0,2023.0,0.0,5773.0
17088,2017,7,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4652.0,1331.0,173.94,0.0,343.63,50.0,21.0,3560.0,67131.0,0.0,36650.0
17098,2017,7,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",5212.0,803.0,222.38,0.0,321.5,35.0,30.0,3821.0,14118.0,0.0,31125.0
17105,2017,7,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",971.0,185.0,51.17,0.0,85.13,3.0,3.0,454.0,1852.0,0.0,8247.0
17106,2017,7,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2495.0,402.0,118.03,0.0,140.01,7.0,1.0,2270.0,4304.0,0.0,12538.0
17110,2017,7,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1053.0,224.0,60.03,0.0,76.8,5.0,12.0,1616.0,4185.0,0.0,7331.0
17114,2017,7,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",342.0,87.0,25.4,0.0,32.37,5.0,1.0,677.0,1054.0,0.0,2875.0
17125,2017,7,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",7014.0,1497.0,278.78,0.0,563.87,99.0,51.0,5930.0,46346.0,0.0,54288.0
17130,2017,7,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",507.0,102.0,24.9,0.0,47.31,3.0,2.0,960.0,960.0,0.0,3849.0
17143,2017,7,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",990.0,185.0,44.51,0.0,73.74,3.0,1.0,821.0,2133.0,0.0,5655.0
17144,2017,7,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",5372.0,934.0,216.07,0.0,328.74,15.0,4.0,3770.0,16809.0,0.0,28368.0
17160,2017,7,VX,Virgin America,DEN,"Denver, CO: Denver International",88.0,32.0,4.8,0.91,17.78,1.0,0.0,0.0,340.0,48.0,680.0
17161,2017,7,VX,Virgin America,EWR,"Newark, NJ: Newark Liberty International",245.0,81.0,6.22,0.36,8.68,0.0,1.0,86.0,5480.0,9.0,330.0
17165,2017,7,VX,Virgin America,JFK,"New York, NY: John F. Kennedy International",365.0,100.0,13.75,0.0,7.11,0.0,0.0,448.0,5721.0,0.0,260.0
17166,2017,7,VX,Virgin America,LAS,"Las Vegas, NV: McCarran International",397.0,96.0,12.07,0.43,52.38,2.0,0.0,38.0,1206.0,13.0,2573.0
17167,2017,7,VX,Virgin America,LAX,"Los Angeles, CA: Los Angeles International",1253.0,250.0,85.54,1.91,74.05,3.0,1.0,541.0,3245.0,39.0,4775.0
17169,2017,7,VX,Virgin America,MCO,"Orlando, FL: Orlando International",62.0,20.0,4.01,0.0,0.0,0.0,0.0,147.0,411.0,0.0,0.0
17171,2017,7,VX,Virgin America,ORD,"Chicago, IL: Chicago O'Hare International",150.0,42.0,13.04,0.0,13.22,0.0,1.0,145.0,833.0,0.0,817.0
17175,2017,7,VX,Virgin America,SEA,"Seattle, WA: Seattle/Tacoma International",227.0,62.0,6.39,0.0,21.3,0.0,0.0,21.0,1244.0,0.0,1192.0
17176,2017,7,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1886.0,493.0,65.44,2.56,218.83,8.0,1.0,661.0,8935.0,118.0,11916.0
17180,2017,7,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3546.0,1077.0,267.25,2.02,443.23,18.0,19.0,4440.0,12416.0,98.0,27892.0
17192,2017,7,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",236.0,78.0,25.62,0.0,35.42,1.0,1.0,254.0,535.0,0.0,1827.0
17198,2017,7,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",6185.0,1279.0,320.63,1.84,657.04,13.0,19.0,4796.0,11954.0,114.0,36371.0
17203,2017,7,WN,Southwest Airlines Co.,EWR,"Newark, NJ: Newark Liberty International",634.0,229.0,39.48,0.0,53.59,18.0,2.0,4260.0,6788.0,0.0,3758.0
17216,2017,7,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6468.0,1306.0,328.8,0.77,715.66,17.0,15.0,3029.0,9248.0,16.0,34954.0
17217,2017,7,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",3635.0,956.0,242.39,1.79,444.32,46.0,0.0,1030.0,8206.0,87.0,24058.0
17224,2017,7,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3870.0,910.0,234.58,0.0,451.78,28.0,40.0,3281.0,7299.0,0.0,27408.0
17239,2017,7,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5169.0,1125.0,314.28,1.9,603.45,23.0,18.0,1552.0,6394.0,155.0,29341.0
17252,2017,7,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",1263.0,293.0,90.41,0.0,123.37,0.0,2.0,371.0,2583.0,0.0,5990.0
17253,2017,7,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",1516.0,460.0,86.45,0.31,199.67,30.0,0.0,836.0,8238.0,9.0,11719.0
17267,2017,8,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",952.0,245.0,69.83,1.83,89.11,10.0,1.0,119.0,2991.0,103.0,6121.0
17278,2017,8,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8401.0,1240.0,355.17,0.77,415.53,96.0,15.0,3422.0,14763.0,16.0,26945.0
17284,2017,8,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",1048.0,258.0,92.53,0.64,76.17,7.0,3.0,491.0,3439.0,37.0,6277.0
17285,2017,8,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12263.0,2461.0,600.18,1.44,883.24,159.0,66.0,8760.0,39388.0,92.0,61110.0
17290,2017,8,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",696.0,223.0,29.35,0.0,47.17,12.0,5.0,583.0,8488.0,0.0,3340.0
17298,2017,8,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",624.0,136.0,44.03,0.51,30.8,99.0,2.0,467.0,2483.0,15.0,1701.0
17304,2017,8,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1559.0,362.0,87.06,1.03,72.55,24.0,7.0,866.0,12179.0,29.0,8232.0
17306,2017,8,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",1309.0,349.0,96.24,2.89,135.46,22.0,3.0,743.0,4183.0,98.0,9659.0
17307,2017,8,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3566.0,761.0,211.92,3.16,222.76,27.0,2.0,1503.0,11699.0,285.0,17500.0
17312,2017,8,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1527.0,347.0,126.09,2.0,99.84,9.0,4.0,525.0,4808.0,30.0,5718.0
17316,2017,8,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4379.0,1017.0,300.16,1.59,269.37,34.0,8.0,2950.0,14367.0,71.0,20635.0
17326,2017,8,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5882.0,1097.0,263.52,2.86,329.31,73.0,34.0,4426.0,24907.0,218.0,26370.0
17331,2017,8,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4912.0,753.0,239.99,3.01,243.07,45.0,6.0,1911.0,8229.0,231.0,17597.0
17346,2017,8,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",949.0,255.0,79.62,1.45,70.61,11.0,1.0,693.0,4332.0,57.0,4889.0
17347,2017,8,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",1194.0,433.0,79.74,2.0,91.52,10.0,0.0,835.0,12547.0,169.0,6023.0
17366,2017,8,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",86.0,4.0,1.0,0.65,1.0,1.0,1.0,0.0,38.0,32.0,32.0
17378,2017,8,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",180.0,32.0,17.36,1.58,6.79,1.0,1.0,0.0,195.0,62.0,218.0
17379,2017,8,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",145.0,20.0,7.16,0.0,5.6,0.0,0.0,0.0,185.0,0.0,178.0
17382,2017,8,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",186.0,66.0,6.05,0.71,5.17,0.0,3.0,0.0,3220.0,55.0,295.0
17389,2017,8,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",59.0,9.0,2.0,0.0,2.32,6.0,1.0,130.0,73.0,0.0,49.0
17391,2017,8,AS,Alaska Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",31.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,51.0
17395,2017,8,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",381.0,52.0,23.66,0.9,12.36,3.0,0.0,0.0,465.0,19.0,429.0
17396,2017,8,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",792.0,131.0,28.91,0.0,30.38,2.0,1.0,0.0,2379.0,0.0,1791.0
17399,2017,8,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",105.0,9.0,3.09,0.0,0.88,0.0,0.0,0.0,225.0,0.0,58.0
17407,2017,8,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",198.0,23.0,3.7,0.0,7.16,0.0,0.0,0.0,453.0,0.0,308.0
17411,2017,8,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",185.0,30.0,8.75,1.0,11.65,0.0,2.0,2.0,198.0,55.0,385.0
17419,2017,8,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",5338.0,1060.0,158.19,6.07,281.47,52.0,2.0,1292.0,21132.0,285.0,14572.0
17420,2017,8,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",486.0,139.0,11.36,1.0,18.26,6.0,10.0,0.0,5087.0,38.0,833.0
17435,2017,8,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",147.0,34.0,16.33,0.0,11.5,3.0,1.0,0.0,152.0,0.0,1050.0
17447,2017,8,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",120.0,42.0,11.58,0.0,12.69,5.0,0.0,72.0,525.0,0.0,638.0
17450,2017,8,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",120.0,39.0,17.96,0.22,10.94,0.0,0.0,100.0,502.0,4.0,950.0
17451,2017,8,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",58.0,22.0,4.94,0.21,0.8,1.0,0.0,0.0,594.0,9.0,64.0
17453,2017,8,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",790.0,295.0,62.14,0.0,62.94,30.0,6.0,598.0,14101.0,0.0,5386.0
17460,2017,8,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3848.0,1169.0,272.3,8.17,525.23,130.0,13.0,2204.0,26377.0,215.0,40582.0
17461,2017,8,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",489.0,153.0,48.11,2.26,54.24,4.0,0.0,374.0,1865.0,72.0,3987.0
17462,2017,8,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",513.0,184.0,64.22,0.0,35.13,4.0,0.0,188.0,3245.0,0.0,2999.0
17465,2017,8,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1813.0,609.0,175.9,6.05,269.54,52.0,1.0,698.0,7906.0,369.0,23921.0
17469,2017,8,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",264.0,92.0,32.35,0.92,21.44,5.0,1.0,321.0,2480.0,34.0,1951.0
17474,2017,8,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62.0,27.0,8.6,0.56,6.56,0.0,0.0,41.0,480.0,15.0,794.0
17476,2013,1,9E,Pinnacle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",139.0,37.0,13.04,0.0,9.24,2.0,5.0,75.0,451.0,0.0,545.0
17477,2013,1,9E,Pinnacle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1421.0,285.0,69.88,1.18,65.72,67.0,1.0,1495.0,8501.0,72.0,6168.0
17491,2013,1,9E,Pinnacle Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",63.0,11.0,4.37,0.0,1.4,3.0,0.0,0.0,189.0,0.0,47.0
17494,2013,1,9E,Pinnacle Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",315.0,63.0,21.43,0.0,11.06,13.0,0.0,137.0,1276.0,0.0,732.0
17499,2013,1,9E,Pinnacle Airlines Inc.,DEN,"Denver, CO: Denver International",49.0,5.0,0.61,0.0,0.84,2.0,0.0,0.0,107.0,0.0,47.0
17510,2013,1,9E,Pinnacle Airlines Inc.,MCO,"Orlando, FL: Orlando International",30.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
17511,2013,1,9E,Pinnacle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1048.0,207.0,55.45,0.06,86.71,59.0,0.0,589.0,3069.0,4.0,6901.0
17528,2013,1,9E,Pinnacle Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",143.0,20.0,5.62,0.0,6.13,7.0,0.0,150.0,205.0,0.0,561.0
17552,2013,1,9E,Pinnacle Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",82.0,28.0,5.63,0.0,8.84,3.0,0.0,0.0,735.0,0.0,725.0
17583,2013,1,9E,Pinnacle Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",24.0,5.0,2.62,0.0,1.91,4.0,0.0,0.0,8.0,0.0,116.0
17590,2013,1,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",800.0,134.0,42.97,0.0,48.92,4.0,1.0,179.0,1097.0,0.0,2653.0
17591,2013,1,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2452.0,381.0,123.73,0.9,118.51,31.0,1.0,867.0,3449.0,38.0,7778.0
17593,2013,1,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",374.0,90.0,26.17,0.0,30.89,4.0,2.0,276.0,674.0,0.0,1828.0
17594,2013,1,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1236.0,192.0,66.13,0.0,58.29,6.0,5.0,316.0,2465.0,0.0,3962.0
17596,2013,1,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",883.0,154.0,57.01,0.0,46.4,18.0,1.0,516.0,1613.0,0.0,2148.0
17597,2013,1,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4131.0,704.0,219.25,3.82,228.39,28.0,1.0,1219.0,6926.0,261.0,15981.0
17601,2013,1,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13125.0,2372.0,470.16,3.68,851.02,338.0,35.0,9641.0,35490.0,191.0,49550.0
17603,2013,1,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",817.0,148.0,71.42,0.0,35.97,12.0,0.0,188.0,1015.0,0.0,2042.0
17604,2013,1,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3977.0,700.0,171.51,4.75,258.36,65.0,6.0,944.0,9748.0,497.0,15880.0
17609,2013,1,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",439.0,102.0,39.89,0.0,34.32,14.0,0.0,132.0,1208.0,0.0,1783.0
17615,2013,1,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",358.0,47.0,24.31,0.0,12.73,9.0,1.0,73.0,299.0,0.0,592.0
17628,2013,1,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",174.0,34.0,13.07,0.0,10.61,12.0,0.0,103.0,277.0,0.0,506.0
17629,2013,1,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",513.0,95.0,40.8,0.0,26.21,7.0,0.0,140.0,713.0,0.0,1534.0
17635,2013,1,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",298.0,69.0,13.06,0.0,19.94,10.0,0.0,96.0,2183.0,0.0,1295.0
17638,2013,1,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",430.0,87.0,34.89,0.0,32.22,2.0,1.0,330.0,381.0,0.0,1860.0
17668,2013,1,9E,Pinnacle Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17673,2013,1,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",3551.0,414.0,100.77,1.25,102.6,14.0,7.0,258.0,5690.0,78.0,5787.0
17676,2013,1,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",433.0,52.0,14.56,0.0,9.84,0.0,0.0,108.0,645.0,0.0,340.0
17677,2013,1,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",327.0,34.0,9.34,0.0,1.95,1.0,2.0,0.0,944.0,0.0,184.0
17688,2013,1,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",31.0,7.0,2.26,0.0,0.0,0.0,0.0,7.0,130.0,0.0,0.0
17689,2013,1,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",62.0,16.0,3.39,0.0,0.29,0.0,0.0,0.0,309.0,0.0,13.0
17690,2013,1,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",214.0,30.0,15.78,0.0,6.41,1.0,0.0,0.0,225.0,0.0,175.0
17691,2013,1,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",314.0,24.0,8.59,0.72,3.64,1.0,0.0,49.0,232.0,19.0,168.0
